 TARGET , a 
 TIME , SCORE , F1 , F2 , FORMANT_FOUND , Sequence 
 173.7969970703125 , 21.0 , 688.6 , 1099.9 , none , 0.88" 0.53" 0.71" 0.63" 0.27" 0.53" -0.17" 1.0"  
 173.81199645996094 , 21.0 , 688.6 , 1099.9 , none , 0.88" 0.53" 0.71" 0.63" 0.27" 0.53" -0.17" 1.0"  
