 TIME , SCORE , F1 , F2 , FORMANT_FOUND , Sequence 
 173.5780029296875 , 117.0 , 729.8 , 1198.7 , none , 0.51" 0.95" 0.06" 0.19" 0.51" 0.09" 0.28" 0.96"  
 173.60899353027344 , 117.0 , 729.8 , 1198.7 , none , 0.51" 0.95" 0.06" 0.19" 0.51" 0.09" 0.28" 0.96"  
